4,7,0,0,168,168
4,6,0,0,160,168
4,6,0,0,160,160
4,5,0,0,160,160
4,5,0,0,152,152
4,4,0,0,152,152
4,4,0,0,144,144
4,3,0,0,144,144
4,2,0,0,136,136
4,2,0,0,128,144
4,1,0,0,120,136
4,2,0,1,112,136
4,2,0,1,104,144
4,3,0,1,96,152
4,4,0,1,96,152
4,5,0,1,88,160
4,5,0,1,80,168
4,6,0,1,80,168
4,6,0,1,80,176
4,7,0,1,80,176
4,7,0,1,72,184
4,6,1,1,80,192
4,5,1,1,80,200
4,5,1,1,88,200
4,4,1,1,96,208
4,4,1,1,104,216
4,3,1,1,104,216
4,3,1,1,112,216
4,3,1,1,120,216
4,3,1,1,120,216
4,3,1,1,128,224
4,3,1,1,136,232
4,3,1,1,152,232
4,3,1,1,168,240
4,3,1,1,176,248
4,3,1,1,184,248
4,3,1,1,192,256
4,3,1,1,200,256
4,3,1,1,200,264
4,3,1,1,208,264
4,3,1,1,216,264
4,3,1,1,224,272
4,3,1,1,224,272
4,3,1,1,240,280
4,3,1,1,240,280
4,3,1,1,248,280
4,3,1,1,248,280
4,3,1,1,248,288
4,3,1,1,256,288
4,3,1,1,264,296
4,3,1,1,272,296
4,3,1,1,280,304
4,3,1,1,288,304
4,3,1,1,296,312
4,3,1,1,304,312
4,3,1,1,312,312
4,3,1,1,320,328
4,3,1,1,328,328
4,3,1,1,336,328
4,4,1,1,344,336
4,4,1,1,368,336
4,4,1,1,376,344
4,4,1,1,384,352
4,4,1,1,392,360
4,5,1,1,392,360
4,5,1,1,400,368
4,5,1,1,400,376
4,5,1,1,408,384
4,5,1,1,416,392
4,5,1,1,416,400
4,6,1,1,416,400
4,6,1,1,416,400
4,6,1,1,416,408
4,6,1,1,424,416
4,6,1,1,424,424
4,7,1,1,424,432
4,7,1,1,424,440
4,7,1,1,432,448
4,7,1,1,432,456
4,6,0,1,424,464
4,6,0,1,416,472
4,6,0,1,416,480
4,6,0,1,416,488
4,6,0,1,408,496
4,5,0,1,408,496
4,5,0,1,400,504
4,6,0,1,400,512
4,6,0,1,400,520
4,6,0,1,392,528
4,6,0,1,392,536
4,6,0,1,392,544
4,6,0,1,392,552
4,7,0,1,392,552
4,7,0,1,384,560
4,7,0,1,384,568
4,7,0,1,384,576
4,7,0,1,384,584
4,7,0,1,384,584
4,7,0,1,384,592
4,7,0,1,384,600
4,7,0,1,384,600
4,6,1,1,392,608
4,6,1,1,392,616
4,6,1,1,392,624
4,6,1,1,400,632
4,6,1,1,400,640
4,6,1,1,400,640
4,6,1,1,408,648
4,6,1,1,408,648
4,5,1,1,408,656
4,5,1,1,408,656
4,5,1,1,416,664
4,5,1,1,424,672
4,5,1,1,424,680
4,5,1,1,432,688
4,5,1,1,432,696
4,5,1,1,432,696
4,5,1,1,432,696
4,5,1,1,432,696
